,ADM1,ADM2,ADM3,Pop,Mã,Tên Tiếng Anh,Cấp,Mã QH,Mã TP,lat,lon,most_similar,level,most_similar_d,lat_m,lon_m,closest_distance
132,Thành phố Hà Nội,Huyện Sóc Sơn,Nam Sơn,9422,388.0,,Xã,16.0,1.0,21.3051245,105.8154465,-1,Khá,,21.15035,107.36734,
133,Thành phố Hà Nội,Huyện Sóc Sơn,Trung Giã,14732,391.0,,Xã,16.0,1.0,21.3112643,105.8805872,-1,Khá,,21.15035,107.36734,
134,Thành phố Hà Nội,Huyện Sóc Sơn,Tân Hưng,11448,394.0,,Xã,16.0,1.0,21.3028235,105.899422,1272,Rất tốt,0.0004822654362499,21.32416,105.90462,2432.8471762994845
135,Thành phố Hà Nội,Huyện Sóc Sơn,Minh Phú,13430,397.0,,Xã,16.0,1.0,21.198639,105.8404521,5181,Rất tốt,6.334229941004427e-05,21.20091,105.84808,830.1241912347525
136,Thành phố Hà Nội,Huyện Sóc Sơn,Phù Linh,12308,400.0,,Xã,16.0,1.0,21.271662,105.852822,5186,Rất tốt,0.0002127608079999,21.2571,105.85198,1621.569600488358
137,Thành phố Hà Nội,Huyện Sóc Sơn,Bắc Phú,11572,403.0,,Xã,16.0,1.0,21.2764779,105.8917395,5178,Rất tốt,0.0015981706906597,21.24911,105.92088,4287.129874480816
138,Thành phố Hà Nội,Huyện Sóc Sơn,Tân Minh,17953,406.0,,Xã,16.0,1.0,21.2640962,105.8778721,5186,Rất tốt,0.0007193476568503,21.2571,105.85198,2793.625349177789
139,Thành phố Hà Nội,Huyện Sóc Sơn,Quang Tiến,11339,409.0,,Xã,16.0,1.0,21.2295785,105.7900078,5180,Rất tốt,0.0006538880430899,21.22448,105.76495,2658.412645558008
140,Thành phố Hà Nội,Huyện Sóc Sơn,Hiền Ninh,13081,412.0,,Xã,16.0,1.0,21.247953,105.790809,5180,Rất tốt,0.0012196696099998,21.22448,105.76495,3741.07479944724
141,Thành phố Hà Nội,Huyện Sóc Sơn,Tân Dân,15462,415.0,,Xã,16.0,1.0,21.2554521,105.7505905,5180,Rất tốt,0.0011654662186599,21.22448,105.76495,3751.7447089636826
142,Thành phố Hà Nội,Huyện Sóc Sơn,Tiên Dược,19313,418.0,,Xã,16.0,1.0,21.2295785,105.7900078,5180,Rất tốt,0.0006538880430899,21.22448,105.76495,2658.412645558008
143,Thành phố Hà Nội,Huyện Sóc Sơn,Việt Long,9130,421.0,,Xã,16.0,1.0,21.2465644,105.9158648,5178,Rất tốt,3.163231040003199e-05,21.24911,105.92088,591.8341090823538
144,Thành phố Hà Nội,Huyện Sóc Sơn,Xuân Giang,10710,424.0,,Xã,16.0,1.0,21.2431238,105.8974599,5178,Rất tốt,0.0005843356744498,21.24911,105.92088,2516.812980663513
145,Thành phố Hà Nội,Huyện Sóc Sơn,Mai Đình,21899,427.0,,Xã,16.0,1.0,21.2491144,105.8276514086673,5182,Rất tốt,0.000254740907111,21.24699,105.84347,1656.305792479808
146,Thành phố Hà Nội,Huyện Sóc Sơn,Đức Hoà,8929,430.0,,Xã,16.0,1.0,21.228395,105.883181,-1,Khá,,21.15035,107.36734,
147,Thành phố Hà Nội,Huyện Sóc Sơn,Thanh Xuân,14503,433.0,,Xã,16.0,1.0,21.22528,105.75417,5180,Rất tốt,0.0001168483999999,21.22448,105.76495,1120.9061588221512
148,Thành phố Hà Nội,Huyện Sóc Sơn,Đông Xuân,13983,436.0,,Xã,16.0,1.0,21.214068,105.867282,5183,Rất tốt,1.2754568000001176e-05,21.21509,105.86386,372.4814830956528
149,Thành phố Hà Nội,Huyện Sóc Sơn,Kim Lũ,11131,439.0,,Xã,16.0,1.0,21.2019449,105.9063568,5185,Tốt,0.0001027221182499,21.21208,105.9064,1126.9805988839814
150,Thành phố Hà Nội,Huyện Sóc Sơn,Phú Cường,14124,442.0,,Xã,16.0,1.0,21.2083907,105.7895752,4842,Rất tốt,0.00072909542353,21.18803,105.77184,2916.550436464576
151,Thành phố Hà Nội,Huyện Sóc Sơn,Phú Minh,10943,445.0,,Xã,16.0,1.0,21.198639,105.8404521,5181,Rất tốt,6.334229941004427e-05,21.20091,105.84808,830.1241912347525
152,Thành phố Hà Nội,Huyện Sóc Sơn,Phù Lỗ,17471,448.0,,Xã,16.0,1.0,21.198639,105.8404521,5181,Rất tốt,6.334229941004427e-05,21.20091,105.84808,830.1241912347525
153,Thành phố Hà Nội,Huyện Sóc Sơn,Xuân Thu,11395,451.0,,Xã,16.0,1.0,21.195438,105.893177,5184,Rất tốt,1.2052573000011984e-05,21.19754,105.89594,369.7051615220632
154,Thành phố Hà Nội,Huyện Đông Anh,Đông Anh,25274,454.0,,Thị trấn,17.0,1.0,21.1373774,105.8610924,5203,Tốt,1.6068108520072295e-05,21.13994,105.85801,428.2443727510731
155,Thành phố Hà Nội,Huyện Đông Anh,Xuân Nộn,16511,457.0,,Xã,17.0,1.0,21.1811,105.865,5188,Rất tốt,1.1600000000827005e-08,21.18106,105.8651,11.282040530211278
156,Thành phố Hà Nội,Huyện Đông Anh,Thuỵ Lâm,20089,460.0,,Xã,17.0,1.0,21.1770936,105.8970375,-1,Khá,,21.15035,107.36734,
157,Thành phố Hà Nội,Huyện Đông Anh,Bắc Hồng,13831,463.0,,Xã,17.0,1.0,21.1794163,105.8061432,5187,Rất tốt,0.0009262145879307,21.1784,105.83656,3155.773879061782
158,Thành phố Hà Nội,Huyện Đông Anh,Nguyên Khê,15982,466.0,,Xã,17.0,1.0,21.1783276,105.8395458,5187,Rất tốt,8.92024339994329e-06,21.1784,105.83656,309.68689337673896
159,Thành phố Hà Nội,Huyện Đông Anh,Nam Hồng,16062,469.0,,Xã,17.0,1.0,21.1677998,105.7851857,4842,Rất tốt,0.00058736870053,21.18803,105.77184,2641.022094385799
160,Thành phố Hà Nội,Huyện Đông Anh,Tiên Dương,19017,472.0,,Xã,17.0,1.0,21.1475708,105.8148622,5195,Rất tốt,1.4762921479960748e-05,21.1449,105.8121,412.6213475960648
161,Thành phố Hà Nội,Huyện Đông Anh,Vân Hà,11277,475.0,,Xã,17.0,1.0,21.1521723,105.8158703,5195,Rất tốt,6.710150937999999e-05,21.1449,105.8121,898.2124972413699
162,Thành phố Hà Nội,Huyện Đông Anh,Uy Nỗ,21464,478.0,,Xã,17.0,1.0,21.1460665,105.8572266,-1,Khá,,21.15035,107.36734,
163,Thành phố Hà Nội,Huyện Đông Anh,Vân Nội,12836,481.0,,Xã,17.0,1.0,21.1521723,105.8158703,5195,Rất tốt,6.710150937999999e-05,21.1449,105.8121,898.2124972413699
164,Thành phố Hà Nội,Huyện Đông Anh,Liên Hà,17741,484.0,,Xã,17.0,1.0,21.147,105.897,5202,Rất tốt,4.0000000011182237e-10,21.14702,105.897,2.2238985331966
165,Thành phố Hà Nội,Huyện Đông Anh,Việt Hùng,19689,487.0,,Xã,17.0,1.0,21.136774,105.8759123,5203,Tốt,0.0003305159012901,21.13994,105.85801,1889.7792934465404
166,Thành phố Hà Nội,Huyện Đông Anh,Kim Nỗ,14644,490.0,,Xã,17.0,1.0,21.133341,105.794092,5194,Rất tốt,7.32150499998251e-06,21.13586,105.79508,298.25544589365194
167,Thành phố Hà Nội,Huyện Đông Anh,Kim Chung,31817,493.0,,Xã,17.0,1.0,21.1373973,105.76910460377404,5190,Rất tốt,8.20835962143967e-05,21.13125,105.77576,971.4474044944434
168,Thành phố Hà Nội,Huyện Đông Anh,Dục Tú,18057,496.0,,Xã,17.0,1.0,21.1149,105.8964,5201,Tốt,1.3700000001591708e-08,21.11494,105.89629,12.2464696364143
169,Thành phố Hà Nội,Huyện Đông Anh,Đại Mạch,16602,499.0,,Xã,17.0,1.0,21.1274964,105.7579485768326,5191,Rất tốt,0.000138263907391,21.12079,105.74829,1248.8906373171085
170,Thành phố Hà Nội,Huyện Đông Anh,Vĩnh Ngọc,15905,502.0,,Xã,17.0,1.0,21.1152806,105.8251653,5197,Rất tốt,2.4597524500090195e-06,21.11654,105.8261,170.32669503546836
171,Thành phố Hà Nội,Huyện Đông Anh,Cổ Loa,19639,505.0,,Xã,17.0,1.0,21.12,105.87,5203,Tốt,0.0005413637000002,21.13994,105.85801,2542.165491222535
172,Thành phố Hà Nội,Huyện Đông Anh,Hải Bối,20901,508.0,,Xã,17.0,1.0,21.1108262,105.802166,5193,Tốt,1.4182362440012695e-05,21.1075,105.8004,412.7390878619327
173,Thành phố Hà Nội,Huyện Đông Anh,Xuân Canh,12159,511.0,,Xã,17.0,1.0,21.09369415,105.85497148165112,5198,Rất tốt,1.7593850397432854e-05,21.09208,105.8511,439.92515503037527
174,Thành phố Hà Nội,Huyện Đông Anh,Võng La,14206,514.0,,Xã,17.0,1.0,21.1151887,105.7612662,5192,Rất tốt,0.0001576606461302,21.10768,105.77133,1336.752654282353
175,Thành phố Hà Nội,Huyện Đông Anh,Tầm Xá,5058,,,,,,21.0933701,105.8334965,-1,Khá,,21.15035,107.36734,
176,Thành phố Hà Nội,Huyện Đông Anh,Mai Lâm,14185,520.0,,Xã,17.0,1.0,21.0899,105.8856,5200,Rất tốt,6.100000000746059e-09,21.08995,105.88566,8.346194761975417
177,Thành phố Hà Nội,Huyện Đông Anh,Đông Hội,12803,523.0,,Xã,17.0,1.0,21.1397484,105.85183799019607,5203,Tốt,3.8130415579494e-05,21.13994,105.85801,640.4649287686188
178,Thành phố Hà Nội,Huyện Gia Lâm,Yên Viên,12679,526.0,,Thị trấn,18.0,1.0,21.09030985,105.9225528844032,5222,Tốt,7.098104584892111e-05,21.08215,105.92465,933.0559615010918
179,Thành phố Hà Nội,Huyện Gia Lâm,Yên Viên,12679,532.0,,Xã,18.0,1.0,21.0867,105.9136,5219,Tốt,2.6500000001190984e-08,21.08658,105.91349,17.558155144779008
180,Thành phố Hà Nội,Huyện Gia Lâm,Yên Thường,17894,529.0,,Xã,18.0,1.0,21.105,105.91639,5219,Tốt,0.0003477064,21.08658,105.91349,2070.1882462660046
181,Thành phố Hà Nội,Huyện Gia Lâm,Yên Viên,13794,526.0,,Thị trấn,18.0,1.0,21.09030985,105.9225528844032,5222,Tốt,7.098104584892111e-05,21.08215,105.92465,933.0559615010918
182,Thành phố Hà Nội,Huyện Gia Lâm,Yên Viên,13794,532.0,,Xã,18.0,1.0,21.0867,105.9136,5219,Tốt,2.6500000001190984e-08,21.08658,105.91349,17.558155144779008
183,Thành phố Hà Nội,Huyện Gia Lâm,Ninh Hiệp,17965,535.0,,Xã,18.0,1.0,21.07972,105.95056,5223,Tốt,3.3348999999964e-06,21.0779,105.95071,202.97230972754275
184,Thành phố Hà Nội,Huyện Gia Lâm,Đình Xuyên,11240,538.0,,Xã,18.0,1.0,21.07778,105.9325,5222,Tốt,8.071940000005772e-05,21.08215,105.92465,948.4069073066802
185,Thành phố Hà Nội,Huyện Gia Lâm,Dương Hà,7211,541.0,,Xã,18.0,1.0,20.9591007,105.9045091,5233,Tốt,1.289885529997813e-05,20.9618,105.90214,388.0787137721488
186,Thành phố Hà Nội,Huyện Gia Lâm,Phù Đổng,13686,544.0,,Xã,18.0,1.0,21.05694,105.96278,5224,Khá,3.773300000001504e-05,21.05875,105.95691,641.5135917249088
187,Thành phố Hà Nội,Huyện Gia Lâm,Trung Mầu,5890,547.0,,Xã,18.0,1.0,21.06111,105.98611,5225,Tốt,4.70559999998989e-06,21.05911,105.98527,238.86175543142167
188,Thành phố Hà Nội,Huyện Gia Lâm,Lệ Chi,12419,550.0,,Xã,18.0,1.0,21.04972,106.00278,5226,Khá,2.886490000000644e-05,21.0444,106.00353,596.6553368399454
189,Thành phố Hà Nội,Huyện Gia Lâm,Cổ Bi,15354,553.0,,Xã,18.0,1.0,21.0328,105.9419,5228,Rất tốt,2.3299999999159542e-08,21.03288,105.94203,16.160830600645077
190,Thành phố Hà Nội,Huyện Gia Lâm,Đặng Xá,20849,556.0,,Xã,18.0,1.0,21.03306,105.96278,5227,Tốt,3.039250000001128e-05,21.03288,105.95727,572.2135464248721
191,Thành phố Hà Nội,Huyện Gia Lâm,Phú Thị,9257,559.0,,Xã,18.0,1.0,21.0214269,105.9703974,5227,Tốt,0.0003035021303699,21.03288,105.95727,1865.0134158034084
192,Thành phố Hà Nội,Huyện Gia Lâm,Kim Sơn,13465,562.0,,Xã,18.0,1.0,21.02806,105.99111,5226,Khá,0.0004212519999997,21.0444,106.00353,2227.720098015115
193,Thành phố Hà Nội,Huyện Gia Lâm,Trâu Quỳ,32180,565.0,Trau Quy Commune,Thị trấn,18.0,1.0,21.008497,105.937341,-1,Khá,,21.15035,107.36734,
194,Thành phố Hà Nội,Huyện Gia Lâm,Dương Quang,13126,568.0,,Xã,18.0,1.0,21.00806,105.98833,4901,Rất tốt,0.0004710055999999,20.98636,105.98867,2413.188044765708
195,Thành phố Hà Nội,Huyện Gia Lâm,Dương Xá,13947,571.0,,Xã,18.0,1.0,21.0006785,105.9647934,-1,Khá,,21.15035,107.36734,
196,Thành phố Hà Nội,Huyện Gia Lâm,Đông Dư,6231,574.0,,Xã,18.0,1.0,20.99611,105.9125,5232,Rất tốt,5.994000000019384e-07,20.99548,105.91295,84.20058102299949
197,Thành phố Hà Nội,Huyện Gia Lâm,Đa Tốn,13239,577.0,,Xã,18.0,1.0,20.98556,105.93417,5231,Khá,1.5100999999900407e-06,20.98626,105.93316,130.5893797722054
198,Thành phố Hà Nội,Huyện Gia Lâm,Kiêu Kỵ,13051,580.0,,Xã,18.0,1.0,20.98,105.94861,5230,Khá,1.7818599999940636e-05,20.97881,105.95266,440.8147536344012
199,Thành phố Hà Nội,Huyện Gia Lâm,Bát Tràng,8622,583.0,,Xã,18.0,1.0,20.975953,105.912491,4885,Tốt,0.0001792956099999,20.96273,105.9146,1486.5475491115913
200,Thành phố Hà Nội,Huyện Gia Lâm,Kim Lan,6346,586.0,,Xã,18.0,1.0,20.9591007,105.9045091,5233,Tốt,1.289885529997813e-05,20.9618,105.90214,388.0787137721488
201,Thành phố Hà Nội,Huyện Gia Lâm,Văn Đức,7657,589.0,,Xã,18.0,1.0,20.93980445,105.90300970651784,5234,Khá,4.773271470465038e-05,20.93929,105.89612,717.7887022195491
202,Thành phố Hà Nội,Quận Nam Từ Liêm,Cầu Diễn,26089,592.0,,Phường,19.0,1.0,21.0345973,105.7625765,5218,Rất tốt,5.653407753998481e-05,21.04192,105.76087,833.2854324300101
203,Thành phố Hà Nội,Quận Nam Từ Liêm,Xuân Phương,17095,622.0,,Phường,19.0,1.0,21.0290557,105.74740925373392,5213,Rất tốt,1.2130437735341327e-05,21.03252,105.74705,387.0129161890253
204,Thành phố Hà Nội,Quận Nam Từ Liêm,Phương Canh,18089,623.0,,Phường,19.0,1.0,21.04512845,105.73461100416137,5040,Khá,0.0002113630217595,21.03208,105.7282,1596.2029926944117
205,Thành phố Hà Nội,Quận Nam Từ Liêm,Mỹ Đình 1,27147,625.0,,Phường,19.0,1.0,21.021042,105.7690213,5214,Rất tốt,2.267216968998805e-05,21.02579,105.76938,529.264609927505
206,Thành phố Hà Nội,Quận Nam Từ Liêm,Mỹ Đình 2,32207,626.0,,Phường,19.0,1.0,21.0282405,105.7746453,5214,Rất tốt,3.372833434004369e-05,21.02579,105.76938,610.6528925869717
207,Thành phố Hà Nội,Quận Nam Từ Liêm,Tây Mỗ,25497,628.0,,Phường,19.0,1.0,21.0096762,105.7445572,5215,Rất tốt,9.674462800073158e-07,21.01037,105.74386,105.77918384220088
208,Thành phố Hà Nội,Quận Nam Từ Liêm,Mễ Trì,30589,631.0,,Phường,19.0,1.0,21.0081098,105.7792886,5216,Rất tốt,1.977192200004458e-05,21.00753,105.77488,462.1491745674029
209,Thành phố Hà Nội,Quận Nam Từ Liêm,Phú Đô,15334,632.0,,Phường,19.0,1.0,21.0093455,105.7663513,5216,Rất tốt,7.603476393998706e-05,21.00753,105.77488,908.0339765369268
210,Thành phố Hà Nội,Quận Nam Từ Liêm,Đại Mỗ,30906,634.0,,Phường,19.0,1.0,20.99742045,105.75428217470468,5217,Rất tốt,5.502346159187333e-05,20.99228,105.75963,796.828233414606
211,Thành phố Hà Nội,Quận Nam Từ Liêm,Trung Văn,41293,637.0,,Phường,19.0,1.0,20.9921504,105.7838655,5094,Rất tốt,0.0001000784904099,20.98215,105.7836,1112.3353132097686
212,Thành phố Hà Nội,Huyện Thanh Trì,Văn Điển,16762,640.0,,Thị trấn,20.0,1.0,20.9475092,105.8453274,5246,Rất tốt,6.987343400029474e-06,20.94939,105.84347,284.5015474860182
213,Thành phố Hà Nội,Huyện Thanh Trì,Tân Triều,34996,643.0,,Xã,20.0,1.0,20.98022355,105.8029914193652,5245,Rất tốt,5.588538269421452e-05,20.97374,105.79927,817.9482107433296
214,Thành phố Hà Nội,Huyện Thanh Trì,Thanh Liệt,19107,646.0,,Xã,20.0,1.0,20.9658339,105.8146817,5244,Rất tốt,2.158467610001001e-05,20.96481,105.81015,484.12027942700655
215,Thành phố Hà Nội,Huyện Thanh Trì,Tả Thanh Oai,39492,649.0,,Xã,20.0,1.0,20.9468852,105.80420521448312,5243,Rất tốt,0.0001767379075796,20.93415,105.80802,1470.462206580753
216,Thành phố Hà Nội,Huyện Thanh Trì,Hữu Hoà,11457,652.0,,Xã,20.0,1.0,20.9468852,105.80420521448312,5243,Rất tốt,0.0001767379075796,20.93415,105.80802,1470.462206580753
217,Thành phố Hà Nội,Huyện Thanh Trì,Tam Hiệp,16546,655.0,,Xã,20.0,1.0,20.9516283,105.8326706,5246,Rất tốt,0.0001216370272499,20.94939,105.84347,1148.7369213757445
218,Thành phố Hà Nội,Huyện Thanh Trì,Tứ Hiệp,19420,658.0,,Xã,20.0,1.0,20.93943265,105.85392589561948,5239,Rất tốt,2.046716108876756e-05,20.9439,105.85464,502.2518280136462
219,Thành phố Hà Nội,Huyện Thanh Trì,Yên Mỹ,5915,661.0,,Xã,20.0,1.0,20.9457365,105.8716479,5289,Rất tốt,0.0002628174286599,20.96145,105.86766,1795.66418365584
220,Thành phố Hà Nội,Huyện Thanh Trì,Vĩnh Quỳnh,26997,664.0,,Xã,20.0,1.0,20.9332014,105.83380008079384,5242,Tốt,2.3684606727049887e-05,20.93503,105.82929,510.62465920038056
221,Thành phố Hà Nội,Huyện Thanh Trì,Ngũ Hiệp,15628,667.0,,Xã,20.0,1.0,20.92694445,105.85520911144678,5238,Tốt,7.484237623612461e-06,20.92847,105.85748,290.52092967710075
222,Thành phố Hà Nội,Huyện Thanh Trì,Duyên Hà,6230,670.0,,Xã,20.0,1.0,20.92823935,105.87255046310588,5236,Khá,8.338036894474019e-05,20.92688,105.88158,949.9081409728352
223,Thành phố Hà Nội,Huyện Thanh Trì,Ngọc Hồi,13212,673.0,,Xã,20.0,1.0,21.2833423,105.36915629354166,311,Tốt,1.0866650111157728e-05,21.2802,105.36816,364.33758248931554
224,Thành phố Hà Nội,Huyện Thanh Trì,Vạn Phúc,13300,676.0,,Xã,20.0,1.0,20.9136123,105.8913783,5235,Tốt,0.0001008698321799,20.91873,105.90002,1062.781440085925
225,Thành phố Hà Nội,Huyện Thanh Trì,Đại áng,11477,679.0,,Xã,20.0,1.0,20.8956092,105.824996,5112,Tốt,1.8965716640001755e-05,20.89126,105.82522,484.1684907720796
226,Thành phố Hà Nội,Huyện Thanh Trì,Liên Ninh,16121,682.0,,Xã,20.0,1.0,20.9112377,105.8525831,5240,Tốt,0.0001674284728999,20.91766,105.84135,1367.9643279102704
227,Thành phố Hà Nội,Huyện Thanh Trì,Đông Mỹ,9085,685.0,,Xã,20.0,1.0,20.9201427,105.87864983701638,5237,Rất tốt,2.2205695603054342e-05,20.91589,105.87662,517.7492030169235
228,Thành phố Hà Nội,Quận Bắc Từ Liêm,Thượng Cát,8074,595.0,,Phường,21.0,1.0,21.0913325,105.73538,5205,Khá,1.8426756250006024e-05,21.09562,105.73517,477.24578003911296
229,Thành phố Hà Nội,Quận Bắc Từ Liêm,Liên Mạc,10529,598.0,,Phường,21.0,1.0,21.084938,105.7541724,5206,Rất tốt,1.4779141759994668e-05,21.08871,105.75343,426.4408520146715
230,Thành phố Hà Nội,Quận Bắc Từ Liêm,Đông Ngạc,24206,601.0,,Phường,21.0,1.0,21.0896952,105.78532690576124,5208,Rất tốt,4.753842987295935e-05,21.08552,105.77984,734.5695152912068
231,Thành phố Hà Nội,Quận Bắc Từ Liêm,Đức Thắng,19395,602.0,,Phường,21.0,1.0,21.078175,105.7759044,5208,Rất tốt,6.943797235989117e-05,21.08552,105.77984,913.1123688878712
232,Thành phố Hà Nội,Quận Bắc Từ Liêm,Thụy Phương,13367,604.0,,Phường,21.0,1.0,21.0809809,105.7668226,5207,Rất tốt,3.5556135700096174e-06,21.08233,105.76814,202.94412496834505
233,Thành phố Hà Nội,Quận Bắc Từ Liêm,Tây Tựu,20221,607.0,,Phường,21.0,1.0,21.0688615,105.73118518927578,5212,Tốt,1.395645879414593e-05,21.07187,105.7334,405.8604959223241
234,Thành phố Hà Nội,Quận Bắc Từ Liêm,Xuân Đỉnh,40345,610.0,,Phường,21.0,1.0,21.0748042,105.7906068,5209,Rất tốt,2.9329639880007372e-05,21.06939,105.79048,602.1753160880191
235,Thành phố Hà Nội,Quận Bắc Từ Liêm,Xuân Tảo,18368,611.0,,Phường,21.0,1.0,21.0611692,105.7942037,5209,Rất tốt,8.144749432996339e-05,21.06939,105.79048,992.417931677742
236,Thành phố Hà Nội,Quận Bắc Từ Liêm,Minh Khai,29760,613.0,,Phường,21.0,1.0,21.0598202,105.74919771487016,5211,Rất tốt,0.0001063543410575,21.05184,105.75573,1116.6450517203773
237,Thành phố Hà Nội,Quận Bắc Từ Liêm,Cổ Nhuế 1,46104,616.0,,Phường,21.0,1.0,21.0511128,105.7833144,5270,Rất tốt,0.0001043781351999,21.04389,105.79054,1098.7726081902938
238,Thành phố Hà Nội,Quận Bắc Từ Liêm,Cổ Nhuế 2,42510,617.0,,Phường,21.0,1.0,21.0650823,105.7722035,5210,Rất tốt,3.77696815399678e-05,21.06124,105.777,655.9372845458099
239,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phú Diễn,39512,619.0,,Phường,21.0,1.0,21.0513072,105.7634638,5211,Rất tốt,6.009553827995046e-05,21.05184,105.75573,804.7471914742226
240,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phúc Diễn,22719,620.0,,Phường,21.0,1.0,21.04804505,105.75124729888468,5211,Rất tốt,3.449625479180338e-05,21.05184,105.75573,628.0675020944828
241,Thành phố Hà Nội,Huyện Mê Linh,Chi Đông,12758,8973.0,,Thị trấn,250.0,1.0,21.2053371,105.7602525,-1,Khá,,21.15035,107.36734,
242,Thành phố Hà Nội,Huyện Mê Linh,Đại Thịnh,12787,8974.0,,Xã,250.0,1.0,21.1784007,105.7282218,4843,Khá,6.834883972999091e-05,21.18518,105.72349,899.4126781955516
243,Thành phố Hà Nội,Huyện Mê Linh,Kim Hoa,11599,8977.0,,Xã,250.0,1.0,21.2147214,105.7370175,-1,Khá,,21.15035,107.36734,
244,Thành phố Hà Nội,Huyện Mê Linh,Thạch Đà,14267,8980.0,,Xã,250.0,1.0,21.1774711,105.6770901,4838,Không có thông tin,3.702613122000439e-05,21.17185,105.67476,670.1073361882384
245,Thành phố Hà Nội,Huyện Mê Linh,Tiến Thắng,14930,8983.0,,Xã,250.0,1.0,21.1507696,105.7570684,5190,Rất tốt,0.0007303906947203,21.13125,105.77576,2910.131340444453
